Sun Jun 26 15:28:08 2016

Number of Points = 20622
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
6.003743	9.372646	22.653554	0.000200	0.506975
6.148913	9.671024	22.658558	0.000173	0.508167
6.050349	10.056811	22.663563	0.000191	0.509356
5.994251	10.409175	22.668567	0.000202	0.510481
6.074820	10.732478	22.673571	0.000187	0.511671
6.067924	11.090423	22.678576	0.000188	0.512870
6.169472	11.410622	22.683580	0.000170	0.514069
6.181989	11.780721	22.688584	0.000167	0.515326
6.255400	12.120312	22.693589	0.000154	0.516551
6.170862	12.483835	22.698593	0.000169	0.517663
6.170554	12.827359	22.703598	0.000169	0.518808
6.252476	13.179577	22.708602	0.000154	0.520076
6.152510	13.542696	22.713606	0.000173	0.521162
6.092339	13.894507	22.718611	0.000184	0.522255
6.322074	14.169528	22.723615	0.000142	0.523435
6.284063	14.563458	22.728619	0.000149	0.524688
6.377497	14.901763	22.733624	0.000131	0.525911
6.296424	15.282527	22.738628	0.000146	0.527064
6.220855	15.639729	22.743632	0.000160	0.528144
6.320149	15.945977	22.748637	0.000142	0.529261
6.479909	16.285717	22.753641	0.000113	0.530555
6.425421	16.665728	22.758645	0.000123	0.531727
6.229948	17.037517	22.763650	0.000159	0.532706
6.402304	17.322006	22.768654	0.000127	0.533827
6.442717	17.702516	22.773658	0.000119	0.535103
6.496575	18.033796	22.778663	0.000110	0.536233
6.407683	18.420963	22.783667	0.000126	0.537376
6.509198	18.725941	22.788671	0.000107	0.538472
6.538947	19.096587	22.793676	0.000102	0.539694
6.421828	19.468631	22.798680	0.000123	0.540749
6.493552	19.785409	22.803684	0.000110	0.541841
6.482182	20.139365	22.808689	0.000112	0.542955
6.503503	20.482574	22.813693	0.000108	0.544070
6.445089	20.856501	22.818697	0.000119	0.545189
6.643206	21.158039	22.823702	0.000083	0.546368
6.743995	21.495508	22.828706	0.000064	0.547547
6.586009	21.905435	22.833711	0.000093	0.548660
6.682544	22.207904	22.838715	0.000075	0.549720
6.715805	22.573672	22.843719	0.000069	0.550905
6.623577	22.951827	22.848724	0.000086	0.551986
6.672916	23.261502	22.853728	0.000077	0.553009
6.814406	23.601081	22.858732	0.000051	0.554227
6.895692	23.959428	22.863737	0.000036	0.555433
6.885565	24.311407	22.868741	0.000038	0.556515
6.948207	24.649909	22.873745	0.000027	0.557633
6.964109	25.005994	22.878750	0.000024	0.558753
6.895600	25.385083	22.883754	0.000036	0.559847
7.052348	25.688410	22.888758	0.000008	0.560955
6.963424	26.071881	22.893763	0.000024	0.562036
6.985079	26.402581	22.898767	0.000020	0.563075
6.926082	26.761811	22.903771	0.000031	0.564111
6.975523	27.104491	22.908776	0.000022	0.565213
7.050784	27.430788	22.913780	0.000008	0.566291
6.953275	27.816353	22.918784	0.000026	0.567360
7.088946	28.114246	22.923789	0.000001	0.568413
7.096811	28.503434	22.928793	-0.000001	0.569603
7.152864	28.835272	22.933797	-0.000011	0.570669
7.072961	29.212025	22.938802	0.000004	0.571721
7.185103	29.517108	22.943806	-0.000017	0.572763
7.215217	29.863048	22.948810	-0.000022	0.573837
7.167590	30.249484	22.953815	-0.000014	0.574948
7.234621	30.577539	22.958819	-0.000026	0.576004
7.166659	30.953901	22.963824	-0.000013	0.577059
7.247898	31.263656	22.968828	-0.000028	0.578072
7.254536	31.618434	22.973832	-0.000030	0.579138
7.401802	31.949101	22.978837	-0.000057	0.580280
7.413912	32.320231	22.983841	-0.000059	0.581396
7.423740	32.682303	22.988845	-0.000061	0.582481
7.375997	33.016553	22.993850	-0.000052	0.583420
7.555743	33.334537	22.998854	-0.000085	0.584551
7.497526	33.723568	23.003858	-0.000074	0.585638
7.438960	34.080089	23.008863	-0.000063	0.586626
7.638097	34.382272	23.013867	-0.000100	0.587725
7.654335	34.738428	23.018871	-0.000103	0.588787
7.557313	35.132709	23.023876	-0.000085	0.589840
7.629646	35.450975	23.028880	-0.000098	0.590847
7.586445	35.820889	23.033884	-0.000090	0.591882
7.647087	36.135787	23.038889	-0.000102	0.592863
7.615396	36.509980	23.043893	-0.000096	0.593919
7.605299	36.851039	23.048897	-0.000094	0.594900
7.560438	37.215060	23.053902	-0.000086	0.595909
7.673236	37.522845	23.058906	-0.000106	0.596917
7.614408	37.898263	23.063910	-0.000096	0.597941
7.771711	38.206796	23.068915	-0.000124	0.598994
7.694086	38.604470	23.073919	-0.000110	0.600059
7.645730	38.951051	23.078923	-0.000101	0.601006
7.776652	39.277803	23.083928	-0.000125	0.602078
7.891059	39.592752	23.088932	-0.000146	0.603098
7.854815	39.979421	23.093937	-0.000140	0.604167
8.024668	40.306866	23.098941	-0.000171	0.605276
7.938355	40.685149	23.103945	-0.000155	0.606266
7.873994	41.044597	23.108950	-0.000143	0.607223
7.943267	41.356265	23.113954	-0.000156	0.608180
7.676760	41.767369	23.118958	-0.000107	0.609075
7.958403	42.019815	23.123963	-0.000159	0.610076
8.040750	42.403366	23.128967	-0.000174	0.611244
7.991107	42.775894	23.133971	-0.000165	0.612245
7.876270	43.122597	23.138976	-0.000144	0.613106
7.802295	43.481170	23.143980	-0.000130	0.614041
7.878060	43.798990	23.148984	-0.000144	0.615010
7.892560	44.145012	23.153989	-0.000147	0.615996
8.042890	44.480519	23.158993	-0.000174	0.617086
8.058925	44.846579	23.163997	-0.000177	0.618125
8.199357	45.156446	23.169002	-0.000203	0.619131
8.269244	45.556156	23.174006	-0.000216	0.620314
8.064659	45.921670	23.179010	-0.000178	0.621127
8.020331	46.263747	23.184015	-0.000170	0.622033
8.132775	46.571466	23.189019	-0.000191	0.622999
8.378031	46.888046	23.194023	-0.000236	0.624118
8.291221	47.298521	23.199028	-0.000220	0.625167
8.383721	47.619848	23.204032	-0.000237	0.626145
8.188808	48.020954	23.209036	-0.000201	0.627058
8.308043	48.316113	23.214041	-0.000223	0.627988
8.169478	48.701290	23.219045	-0.000197	0.628910
8.413428	48.981794	23.224050	-0.000242	0.629919
8.257405	49.407569	23.229054	-0.000214	0.630932
8.280579	49.735772	23.234058	-0.000218	0.631853
8.398252	50.040398	23.239063	-0.000239	0.632800
8.508717	50.393174	23.244067	-0.000260	0.633869
8.306987	50.802068	23.249071	-0.000223	0.634786
8.513094	51.073181	23.254076	-0.000261	0.635723
8.492337	51.479191	23.259080	-0.000257	0.636805
8.555569	51.791926	23.264084	-0.000268	0.637714
8.524484	52.166588	23.269089	-0.000263	0.638697
8.546196	52.507637	23.274093	-0.000267	0.639639
8.527552	52.856417	23.279097	-0.000263	0.640562
8.389325	53.221442	23.284102	-0.000238	0.641412
8.481592	53.553317	23.289106	-0.000255	0.642394
8.537009	53.880952	23.294110	-0.000265	0.643327
8.698174	54.202155	23.299115	-0.000294	0.644343
8.676950	54.595398	23.304119	-0.000291	0.645376
8.703065	54.951709	23.309123	-0.000295	0.646354
8.724790	55.285057	23.314128	-0.000299	0.647264
8.571116	55.655107	23.319132	-0.000271	0.648104
8.832224	55.945208	23.324136	-0.000319	0.649125
8.807837	56.327014	23.329141	-0.000315	0.650117
8.813259	56.684512	23.334145	-0.000316	0.651071
8.851281	57.028474	23.339150	-0.000323	0.652018
8.807258	57.375182	23.344154	-0.000314	0.652894
8.802360	57.733695	23.349158	-0.000314	0.653837
8.714364	58.081577	23.354163	-0.000297	0.654672
8.604862	58.450028	23.359167	-0.000277	0.655540
8.865838	58.725999	23.364171	-0.000325	0.656512
8.829952	59.129102	23.369176	-0.000319	0.657538
8.878057	59.448143	23.374180	-0.000327	0.658420
8.781731	59.810678	23.379184	-0.000310	0.659280
8.999782	60.129143	23.384189	-0.000350	0.660318
8.916397	60.516237	23.389193	-0.000334	0.661251
8.876536	60.869040	23.394197	-0.000327	0.662135
8.939237	61.196571	23.399202	-0.000339	0.663047
9.026551	61.535620	23.404206	-0.000355	0.664010
9.087275	61.883920	23.409210	-0.000366	0.664972
9.222004	62.222518	23.414215	-0.000391	0.665975
9.181480	62.607005	23.419219	-0.000383	0.666934
9.142052	62.942141	23.424223	-0.000376	0.667764
9.065621	63.312681	23.429228	-0.000362	0.668651
9.185744	63.612853	23.434232	-0.000384	0.669537
9.247318	63.983162	23.439236	-0.000395	0.670548
9.077320	64.359467	23.444241	-0.000364	0.671360
9.152461	64.670929	23.449245	-0.000378	0.672229
9.288808	65.016737	23.454249	-0.000403	0.673242
9.334493	65.367517	23.459254	-0.000411	0.674183
9.443840	65.709235	23.464258	-0.000431	0.675158
9.372432	66.084601	23.469263	-0.000418	0.676052
9.394512	66.433831	23.474267	-0.000422	0.676963
9.393849	66.765462	23.479271	-0.000422	0.677808
9.413326	67.104725	23.484276	-0.000426	0.678689
9.342240	67.465092	23.489280	-0.000413	0.679541
9.478570	67.792135	23.494284	-0.000438	0.680495
9.497590	68.166276	23.499289	-0.000441	0.681461
9.458192	68.506444	23.504293	-0.000434	0.682287
9.513980	68.841330	23.509297	-0.000444	0.683184
9.587892	69.190399	23.514302	-0.000458	0.684133
9.324969	69.580527	23.519306	-0.000409	0.684880
9.567192	69.877192	23.524310	-0.000454	0.685845
9.471553	70.263610	23.529315	-0.000436	0.686731
9.455266	70.607251	23.534319	-0.000433	0.687580
9.520430	70.924192	23.539323	-0.000445	0.688434
9.690257	71.258277	23.544328	-0.000477	0.689424
9.753478	71.611868	23.549332	-0.000488	0.690365
9.888456	71.963393	23.554336	-0.000513	0.691364
9.906242	72.336753	23.559341	-0.000516	0.692312
9.996381	72.651033	23.564345	-0.000533	0.693176
9.905675	73.048436	23.569349	-0.000516	0.694084
9.841701	73.394892	23.574354	-0.000504	0.694889
10.005868	73.696780	23.579358	-0.000535	0.695784
9.827772	74.104388	23.584362	-0.000502	0.696637
9.976239	74.407751	23.589367	-0.000529	0.697520
9.987439	74.754927	23.594371	-0.000531	0.698389
10.178878	75.074750	23.599376	-0.000566	0.699348
10.101014	75.469448	23.604380	-0.000552	0.700253
10.432884	75.760143	23.609384	-0.000613	0.701261
10.384335	76.158926	23.614389	-0.000604	0.702200
10.187970	76.552135	23.619393	-0.000568	0.702994
10.413929	76.805912	23.624397	-0.000610	0.703815
10.229805	77.229441	23.629402	-0.000576	0.704692

10.279466	77.506221	23.634406	-0.000585	0.705413
10.279423	77.598447	23.639410	-0.000585	0.705639
10.505998	77.608287	23.644415	-0.000626	0.705861
10.550479	77.681221	23.649419	-0.000635	0.706078
10.469296	77.736439	23.654423	-0.000620	0.706142
10.571422	77.773685	23.659428	-0.000638	0.706323
10.602351	77.790399	23.664432	-0.000644	0.706390
10.501602	77.869414	23.669436	-0.000626	0.706496
10.439681	77.903172	23.674441	-0.000614	0.706524
10.526501	77.934234	23.679445	-0.000630	0.706676
10.432765	77.991402	23.684449	-0.000613	0.706733
10.700309	77.962530	23.689454	-0.000662	0.706896
10.508785	78.074447	23.694458	-0.000627	0.707003
10.430093	78.120212	23.699462	-0.000612	0.707046
10.534393	78.106687	23.704467	-0.000632	0.707104
10.569690	78.172317	23.709471	-0.000638	0.707295
10.512301	78.227522	23.714475	-0.000627	0.707379
10.490235	78.253293	23.719480	-0.000623	0.707423
10.444461	78.297576	23.724484	-0.000615	0.707491
10.433052	78.357348	23.729489	-0.000613	0.707627
10.390809	78.383167	23.734493	-0.000605	0.707653
10.447038	78.394543	23.739497	-0.000615	0.707730
10.180127	78.505411	23.744502	-0.000566	0.707768
10.367746	78.485892	23.749506	-0.000601	0.707883
10.472036	78.498993	23.754510	-0.000620	0.708006
10.453465	78.585916	23.759515	-0.000617	0.708202
10.543342	78.582865	23.764519	-0.000633	0.708273
10.492767	78.665879	23.769523	-0.000624	0.708431
10.563436	78.692053	23.774528	-0.000637	0.708556
10.481225	78.750899	23.779532	-0.000622	0.708628
10.507947	78.763633	23.784536	-0.000627	0.708682
10.527752	78.831574	23.789541	-0.000630	0.708865
10.582462	78.835696	23.794545	-0.000640	0.708923
10.550097	78.901207	23.799549	-0.000634	0.709054
10.572379	78.943171	23.804554	-0.000638	0.709176
10.495438	78.997949	23.809558	-0.000624	0.709242
10.534066	79.009847	23.814562	-0.000631	0.709304
10.425957	79.069702	23.819567	-0.000611	0.709356
10.453378	79.100519	23.824571	-0.000616	0.709455
10.558491	79.116005	23.829575	-0.000636	0.709584
10.566751	79.173954	23.834580	-0.000637	0.709732
10.699746	79.205206	23.839584	-0.000662	0.709924
10.602087	79.266544	23.844588	-0.000644	0.709988
10.547430	79.327387	23.849593	-0.000634	0.710088
10.469719	79.356667	23.854597	-0.000619	0.710092
10.529128	79.379023	23.859602	-0.000630	0.710198
10.577114	79.399975	23.864606	-0.000639	0.710291
10.408733	79.506494	23.869610	-0.000608	0.710403
10.449027	79.496261	23.874615	-0.000616	0.710413
10.506555	79.530228	23.879619	-0.000626	0.710546
10.608919	79.570905	23.884623	-0.000645	0.710733
10.494539	79.647402	23.889628	-0.000624	0.710820
10.608512	79.619371	23.894632	-0.000645	0.710851
10.660742	79.688369	23.899636	-0.000654	0.711064
10.637581	79.746832	23.904641	-0.000650	0.711185
10.645854	79.792760	23.909645	-0.000652	0.711304
10.612216	79.835271	23.914649	-0.000646	0.711378
10.561558	79.876468	23.919654	-0.000636	0.711434
10.787036	79.861853	23.924658	-0.000678	0.711594
10.659738	79.964239	23.929662	-0.000654	0.711732
10.532483	80.013081	23.934667	-0.000631	0.711740
10.716833	79.983195	23.939671	-0.000665	0.711827
10.642407	80.077883	23.944675	-0.000651	0.711993
10.715679	80.090513	23.949680	-0.000664	0.712087
10.609280	80.161908	23.954684	-0.000645	0.712168
10.618949	80.189215	23.959688	-0.000647	0.712242
10.776713	80.204399	23.964693	-0.000676	0.712415
10.666100	80.276316	23.969697	-0.000655	0.712494
10.701141	80.299471	23.974702	-0.000662	0.712580
10.740041	80.349280	23.979706	-0.000669	0.712735
10.670099	80.407556	23.984710	-0.000656	0.712815
10.730157	80.418957	23.989715	-0.000667	0.712895
10.628407	80.492919	23.994719	-0.000648	0.712986
10.681423	80.492274	23.999723	-0.000658	0.713030
10.772908	80.522957	24.004728	-0.000675	0.713184
10.623235	80.617498	24.009732	-0.000647	0.713283
10.807044	80.591691	24.014736	-0.000681	0.713379
10.697697	80.695256	24.019741	-0.000661	0.713535
10.705904	80.703726	24.024745	-0.000663	0.713563
10.688032	80.753574	24.029749	-0.000659	0.713668
10.769723	80.767033	24.034754	-0.000674	0.713771
10.756201	80.835153	24.039758	-0.000672	0.713924
10.797814	80.848804	24.044762	-0.000679	0.713993
10.837385	80.915835	24.049767	-0.000687	0.714189
10.698186	80.980734	24.054771	-0.000661	0.714226
10.790401	80.959279	24.059775	-0.000678	0.714254
10.898392	81.015954	24.064780	-0.000698	0.714484
10.767148	81.095848	24.069784	-0.000674	0.714564
10.654807	81.138534	24.074788	-0.000653	0.714570
10.808957	81.126882	24.079793	-0.000681	0.714675
10.803469	81.202682	24.084797	-0.000680	0.714853
10.844233	81.202875	24.089801	-0.000688	0.714889
10.770183	81.277067	24.094806	-0.000674	0.715004
10.786397	81.326305	24.099810	-0.000677	0.715137
10.665880	81.369261	24.104815	-0.000655	0.715137
10.772044	81.378531	24.109819	-0.000675	0.715250
10.847358	81.430969	24.114823	-0.000688	0.715442
10.724128	81.489382	24.119828	-0.000666	0.715477
10.829155	81.489700	24.124832	-0.000685	0.715568
10.795440	81.563282	24.129836	-0.000679	0.715716
10.759766	81.600010	24.134841	-0.000672	0.715774
10.811154	81.639271	24.139845	-0.000682	0.715913
10.707676	81.678504	24.144849	-0.000663	0.715919
10.882629	81.693816	24.149854	-0.000695	0.716106
10.711467	81.768129	24.154858	-0.000663	0.716138
10.788777	81.791201	24.159862	-0.000678	0.716260
10.761890	81.841971	24.164867	-0.000673	0.716359
10.715818	81.886190	24.169871	-0.000664	0.716426
10.757732	81.904045	24.174875	-0.000672	0.716505
10.910986	81.933650	24.179880	-0.000700	0.716708
10.781331	82.015959	24.184884	-0.000676	0.716795
10.769915	82.048306	24.189888	-0.000674	0.716863
10.656818	82.082324	24.194893	-0.000653	0.716848
10.854805	82.096968	24.199897	-0.000690	0.717053
10.805911	82.156258	24.204901	-0.000681	0.717154
10.832554	82.206574	24.209906	-0.000686	0.717298
10.885473	82.220928	24.214910	-0.000695	0.717378
10.951838	82.256009	24.219914	-0.000707	0.717519
10.977519	82.329506	24.224919	-0.000712	0.717718
10.987228	82.341659	24.229923	-0.000714	0.717756
11.048257	82.403307	24.234928	-0.000725	0.717956
10.984270	82.442301	24.239932	-0.000713	0.717995
10.864002	82.505807	24.244936	-0.000691	0.718045
10.935516	82.505311	24.249941	-0.000704	0.718105
10.848289	82.568935	24.254945	-0.000688	0.718183
11.045556	82.552242	24.259949	-0.000725	0.718312
10.904998	82.660573	24.264954	-0.000699	0.718452
10.993851	82.674168	24.269958	-0.000715	0.718561
10.996762	82.717223	24.274962	-0.000716	0.718667
10.982787	82.755073	24.279967	-0.000713	0.718745
10.977253	82.807816	24.284971	-0.000712	0.718867
11.027506	82.832425	24.289975	-0.000721	0.718970
10.923638	82.889419	24.294980	-0.000702	0.719017
11.121038	82.895108	24.299984	-0.000738	0.719200
11.016741	82.974695	24.304988	-0.000719	0.719302
10.989923	83.017713	24.309993	-0.000714	0.719382
10.852061	83.060191	24.314997	-0.000689	0.719366
10.763445	83.087654	24.320001	-0.000673	0.719356
11.107076	83.085174	24.325006	-0.000736	0.719644
11.008356	83.172718	24.330010	-0.000718	0.719770
11.073813	83.199795	24.335014	-0.000730	0.719891
10.995866	83.248209	24.340019	-0.000715	0.719940
10.864772	83.301672	24.345023	-0.000691	0.719956
11.064337	83.307242	24.350027	-0.000728	0.720140
10.944284	83.386747	24.355032	-0.000706	0.720228
11.034804	83.375994	24.360036	-0.000723	0.720280
11.118540	83.446667	24.365041	-0.000738	0.720521
11.019108	83.485443	24.370045	-0.000720	0.720528
10.887857	83.554763	24.375049	-0.000695	0.720582
11.043084	83.539648	24.380054	-0.000724	0.720679
11.161686	83.584307	24.385058	-0.000746	0.720887
11.187973	83.645884	24.390062	-0.000751	0.721057
11.163281	83.691027	24.395067	-0.000746	0.721144
10.968362	83.760736	24.400071	-0.000710	0.721144
11.143377	83.720527	24.405075	-0.000742	0.721198
11.282625	83.798707	24.410080	-0.000768	0.721504
11.274094	83.827176	24.415084	-0.000766	0.721564
11.173481	83.914196	24.420088	-0.000748	0.721687
11.191993	83.930536	24.425093	-0.000751	0.721742
11.119491	83.980352	24.430097	-0.000738	0.721799
11.059679	84.019277	24.435101	-0.000727	0.721841
11.214707	84.016739	24.440106	-0.000755	0.721967
11.261757	84.078419	24.445110	-0.000764	0.722155
10.997834	84.170185	24.450114	-0.000716	0.722149
11.153114	84.151419	24.455119	-0.000744	0.722236
11.058758	84.223094	24.460123	-0.000727	0.722327
10.995825	84.272811	24.465127	-0.000715	0.722392
10.986412	84.291959	24.470132	-0.000713	0.722430
11.206144	84.294420	24.475136	-0.000754	0.722623
11.136311	84.370721	24.480140	-0.000741	0.722746
11.053802	84.431461	24.485145	-0.000726	0.722821
11.169946	84.422815	24.490149	-0.000747	0.722899
10.974035	84.521697	24.495154	-0.000711	0.722968
11.018082	84.539027	24.500158	-0.000719	0.723047
11.146687	84.538527	24.505162	-0.000743	0.723155
10.982833	84.633787	24.510167	-0.000713	0.723243
10.910274	84.665724	24.515171	-0.000699	0.723257
11.041476	84.662610	24.520175	-0.000723	0.723362
11.164606	84.714548	24.525180	-0.000746	0.723591
10.974942	84.793171	24.530184	-0.000711	0.723617
11.035136	84.808528	24.535188	-0.000722	0.723705
11.082277	84.843502	24.540193	-0.000731	0.723828
